replay_id,rank_tier,team_color,won,avg_boost,time_zero_boost,time_offensive_third,time_defensive_third,demos_inflicted,demos_taken,shots,goals,shooting_pct
39d0d2da-e375-4a1c-973d-22da7dd1b2bb,gold-1,orange,1,166.36,69.6,278.82,278.41,0,3,9,3,33.333332
7292307b-aeb1-4cc4-971c-2542b78f5eda,gold-1,blue,1,160.59,132.70999,281.3,432.68,7,0,7,2,28.571428
7292307b-aeb1-4cc4-971c-2542b78f5eda,gold-1,orange,0,123.58,136.05,132.12,607.2,0,7,2,1,50.0
e066f677-dbad-4deb-8197-8d38c38b55e5,gold-1,blue,1,108.11,231.85,224.81,501.27002,0,1,4,2,50.0
e066f677-dbad-4deb-8197-8d38c38b55e5,gold-1,orange,0,152.43001,86.62,201.81999,417.58002,1,0,5,1,20.0
66df78cd-c494-4bcc-8d60-aa9c55bbb655,gold-1,blue,1,172.44,32.8,133.70999,420.31998,1,2,6,3,50.0
66df78cd-c494-4bcc-8d60-aa9c55bbb655,gold-1,orange,0,150.95,61.989998,232.87,500.34003,2,1,6,2,33.333332
ce2375c7-33ab-466d-ad27-783d3ebca94a,gold-1,blue,0,156.36,115.39,161.63,579.61,0,3,5,1,20.0
ce2375c7-33ab-466d-ad27-783d3ebca94a,gold-1,orange,1,152.19,65.82,218.74,439.68,3,0,4,4,100.0
9d4626d0-d87b-4d59-8c03-b4fa20cc0154,gold-1,blue,0,173.43,69.39,258.53,444.34998,4,1,4,1,25.0
9d4626d0-d87b-4d59-8c03-b4fa20cc0154,gold-1,orange,1,140.83,136.78,158.56,536.5,1,4,6,3,50.0
b8ecb93a-31dd-4688-b395-b9007ae0cc6e,gold-1,blue,1,167.82,152.53,302.84,574.62,2,2,10,3,30.0
b8ecb93a-31dd-4688-b395-b9007ae0cc6e,gold-1,orange,0,142.86,113.700005,229.85,674.61,2,2,4,2,50.0
ea1cd724-b17d-430f-b312-93a76188a9a0,gold-1,blue,1,142.85,162.5,252.91,543.89,2,2,6,6,100.0
ea1cd724-b17d-430f-b312-93a76188a9a0,gold-1,orange,0,144.66,85.44,233.10999,529.44006,2,2,5,1,20.0
255575df-b783-4e53-9941-986806fdc31f,gold-1,blue,0,135.18,172.54999,208.20001,564.17,0,2,5,1,20.0
255575df-b783-4e53-9941-986806fdc31f,gold-1,orange,1,151.20999,107.69,298.97998,464.69,2,0,9,5,55.555557
d81507cc-241b-4b63-a6b6-99a9dfd4454f,gold-1,blue,0,131.45999,172.69,258.28,485.55,2,2,1,1,100.0
d81507cc-241b-4b63-a6b6-99a9dfd4454f,gold-1,orange,1,149.11,129.84,193.36002,628.67004,2,2,7,4,57.142857
6ef43980-b165-4979-8cd3-375593df0538,gold-1,blue,1,135.83,65.600006,320.13,430.71,2,1,15,7,46.666668
6ef43980-b165-4979-8cd3-375593df0538,gold-1,orange,0,155.88,49.14,140.7,361.02002,1,2,0,0,0.0
80641159-42f2-420d-8e4e-0b53e36262c0,gold-1,blue,1,154.92,102.08,137.41,613.51,2,1,5,3,60.0
80641159-42f2-420d-8e4e-0b53e36262c0,gold-1,orange,0,154.26001,76.75,243.17,431.0,1,2,4,1,25.0
b8c196fe-9cef-485b-9978-756ec3f3dcbf,gold-1,blue,0,178.95,41.22,82.97,491.35004,2,1,2,1,50.0
b8c196fe-9cef-485b-9978-756ec3f3dcbf,gold-1,orange,1,169.12,78.65,225.94,343.47998,1,2,7,3,42.857143
b6f5242d-b087-47e3-ba40-16e661f36512,gold-1,blue,0,133.5,99.33,203.52,590.11,3,1,3,3,100.0
b6f5242d-b087-47e3-ba40-16e661f36512,gold-1,orange,1,137.92,134.81,255.45001,462.43997,1,3,7,4,57.142857
d1df681c-d3ae-4519-8101-5f4731be9ea6,gold-1,blue,1,167.52,75.83,106.490005,388.15997,1,3,6,3,50.0
d1df681c-d3ae-4519-8101-5f4731be9ea6,gold-1,orange,0,150.0,68.22,87.14,242.97,3,1,3,0,0.0
ea9341b4-d741-4a7c-8419-083b834fd55b,gold-1,blue,1,130.62999,80.740005,149.16,444.31,1,0,8,6,75.0
ea9341b4-d741-4a7c-8419-083b834fd55b,gold-1,orange,0,144.98,105.759995,145.81,400.99997,0,1,2,1,50.0
780d1628-4b4c-421f-8fb2-28880a3829b2,gold-1,blue,0,131.94,138.82,119.03999,649.86,2,5,4,2,50.0
780d1628-4b4c-421f-8fb2-28880a3829b2,gold-1,orange,1,142.11,89.329994,216.72,540.41003,5,2,6,3,50.0
3891d6dd-3f65-411c-95b4-7c2bc7247499,gold-1,blue,0,129.38,184.87,125.22,670.45996,2,2,3,1,33.333332
3891d6dd-3f65-411c-95b4-7c2bc7247499,gold-1,orange,1,149.53,110.25,309.45,387.16003,2,2,2,2,100.0
3c2f42e9-af43-444d-b5c7-ea577b7661df,gold-1,blue,0,168.68,146.57,179.39,553.13,2,2,5,2,40.0
3c2f42e9-af43-444d-b5c7-ea577b7661df,gold-1,orange,1,143.75,135.83,221.8,499.22998,2,2,5,3,60.0
43ae7396-3d79-4d52-83e1-136a33d47f0d,gold-1,blue,0,117.34,20.2,15.530001,115.31999,0,0,0,0,0.0
43ae7396-3d79-4d52-83e1-136a33d47f0d,gold-1,orange,1,139.12,17.939999,37.46,78.71001,0,0,3,3,100.0
4989dbd5-4557-459d-9433-882f17da548b,gold-1,blue,0,123.23,245.76,141.26999,578.55,0,1,2,1,50.0
4989dbd5-4557-459d-9433-882f17da548b,gold-1,orange,1,156.07,128.61,382.24002,307.03,1,0,5,3,60.0
5e768899-ee7a-4d1b-b373-2d214dc7b919,gold-1,blue,1,145.04,111.75,242.57,447.68,0,2,4,2,50.0
5e768899-ee7a-4d1b-b373-2d214dc7b919,gold-1,orange,0,156.63,88.28,165.86,560.12,2,0,1,1,100.0
bcecfa9f-2f94-4e23-918d-9f4da3d1d798,gold-1,blue,1,142.77,147.13,304.63998,387.0,0,0,6,3,50.0
bcecfa9f-2f94-4e23-918d-9f4da3d1d798,gold-1,orange,0,149.87,72.53,106.880005,599.38,0,0,2,1,50.0
a0493023-b32a-4c3a-9c17-510766168c0d,gold-1,blue,1,142.64,183.13,253.92,468.78998,5,0,7,3,42.857143
a0493023-b32a-4c3a-9c17-510766168c0d,gold-1,orange,0,123.25,131.26,221.4,523.89,0,5,0,0,0.0
1e19519c-8e4e-4e11-a3c1-efc63bb1bed1,gold-1,blue,0,177.67001,117.130005,95.91,501.94,0,1,0,0,0.0
1e19519c-8e4e-4e11-a3c1-efc63bb1bed1,gold-1,orange,1,129.26,208.40001,242.19,406.24,1,0,4,1,25.0
73b020dd-47ee-45e4-9168-26d3832776a4,gold-1,blue,1,132.70999,82.37,142.66,258.51,2,0,5,3,60.0
73b020dd-47ee-45e4-9168-26d3832776a4,gold-1,orange,0,158.95001,41.58,93.95999,307.81,0,2,1,0,0.0
6d1acb99-8ee2-4fa2-abd1-637bec141f1b,gold-1,blue,1,143.79999,134.17,341.85,352.83,0,1,7,2,28.571428
6d1acb99-8ee2-4fa2-abd1-637bec141f1b,gold-1,orange,0,161.87,47.29,155.75,561.74,1,0,2,0,0.0
21e6ea56-ae45-407f-8110-bab52dbe7351,gold-1,blue,0,149.64,108.590004,278.97998,410.55,3,1,3,1,33.333332
21e6ea56-ae45-407f-8110-bab52dbe7351,gold-1,orange,1,129.02,185.95999,176.45,532.17,1,3,6,3,50.0
9d6ba6dd-705b-447e-a638-3a1e74f8f35f,gold-1,blue,1,140.73001,182.84,272.55002,428.67,5,1,5,2,40.0
9d6ba6dd-705b-447e-a638-3a1e74f8f35f,gold-1,orange,0,146.74,144.94,141.76,607.03,1,5,2,1,50.0
3293fe1e-3d2c-4b5c-90a0-c61d71067a93,gold-1,blue,1,178.03,35.75,110.28,393.06,3,0,8,3,37.5
3293fe1e-3d2c-4b5c-90a0-c61d71067a93,gold-1,orange,0,138.98001,65.16,133.72,398.76,0,3,5,2,40.0
33a5f48b-3871-4fd2-9869-1ff5286b2b33,gold-1,blue,1,128.52,159.12,193.22,599.43005,2,0,5,3,60.0
33a5f48b-3871-4fd2-9869-1ff5286b2b33,gold-1,orange,0,157.25,111.41,305.49,440.41998,0,2,6,2,33.333332
abc65f0f-0445-4941-9f9f-80be2d26362c,gold-1,blue,1,149.0,112.329994,205.24,468.22998,1,1,4,4,100.0
abc65f0f-0445-4941-9f9f-80be2d26362c,gold-1,orange,0,153.79,136.66,210.84,483.58997,1,1,3,1,33.333332
f7f96ee3-c78b-4516-87d3-95da27e848ed,gold-1,blue,1,153.9,70.18,105.78,585.13,1,2,11,6,54.545456
f7f96ee3-c78b-4516-87d3-95da27e848ed,gold-1,orange,0,100.23,213.76001,274.82,502.32,2,1,7,3,42.857143
0c9de263-b3f0-4f71-aa68-e55a671c1b49,gold-1,blue,1,167.98999,94.240005,222.69,533.75,0,0,6,3,50.0
0c9de263-b3f0-4f71-aa68-e55a671c1b49,gold-1,orange,0,162.05,65.01,134.51,620.77,0,0,4,2,50.0
3c43af39-c7a6-4923-891e-01ec7a9e10bc,gold-1,blue,0,139.42,92.31,169.92,369.55,1,0,5,1,20.0
3c43af39-c7a6-4923-891e-01ec7a9e10bc,gold-1,orange,1,123.79,114.020004,147.01001,392.87,0,1,5,5,100.0
ff74ae0b-a7fe-46f7-92dc-0d89be347ae7,gold-1,blue,1,149.39,158.82,128.95,523.24,0,1,5,4,80.0
ff74ae0b-a7fe-46f7-92dc-0d89be347ae7,gold-1,orange,0,111.46001,237.45001,211.13,377.48,1,0,4,1,25.0
ea118583-e39a-42cf-8dcf-30ba09ffb148,gold-1,blue,1,142.27,252.22,284.27002,615.68,0,3,10,2,20.0
ea118583-e39a-42cf-8dcf-30ba09ffb148,gold-1,orange,0,139.97,223.91,214.54001,820.76996,3,0,5,1,20.0
9caaaff0-22d9-425c-b54f-18dec05d26a2,gold-1,blue,1,137.12,156.79001,341.88,506.0,0,1,9,3,33.333332
9caaaff0-22d9-425c-b54f-18dec05d26a2,gold-1,orange,0,137.57,246.5,135.94,774.17004,1,0,4,2,50.0
8c7e374e-c694-4409-961d-920ef0a1cddd,gold-1,blue,1,146.37,159.01999,195.31999,555.5,2,1,5,3,60.0
8c7e374e-c694-4409-961d-920ef0a1cddd,gold-1,orange,0,159.76001,108.22,162.72,541.77,1,2,1,0,0.0
c0fc3368-f2a9-4b88-9717-ea1a0154e4a0,gold-1,blue,1,149.36002,117.03,244.91,473.72998,2,1,7,3,42.857143
c0fc3368-f2a9-4b88-9717-ea1a0154e4a0,gold-1,orange,0,139.54001,164.92,98.23,620.28,1,2,3,1,33.333332
8178023d-dec5-4929-b91e-1c056f4769f6,gold-1,blue,1,142.5,183.24,287.99,326.75,0,1,5,4,80.0
8178023d-dec5-4929-b91e-1c056f4769f6,gold-1,orange,0,153.03,98.1,142.01999,524.51,1,0,1,0,0.0
36c1e865-adce-47f2-b744-3a2ba1b2f01e,gold-1,blue,0,124.740005,165.58,118.829994,495.26996,0,2,3,1,33.333332
36c1e865-adce-47f2-b744-3a2ba1b2f01e,gold-1,orange,1,148.01001,70.03,261.65,366.14,2,0,6,5,83.333336
c90b2fb8-ad87-4802-8f52-761455380c58,gold-1,blue,0,96.200005,295.07,103.130005,776.0,1,0,0,1,0.0
c90b2fb8-ad87-4802-8f52-761455380c58,gold-1,orange,1,136.55,144.92001,385.07,471.47,0,1,11,9,81.818184
3aaca121-b0ff-4831-b5b9-91c471dbbeac,gold-1,blue,1,120.64,176.59,310.83002,476.96997,2,2,9,5,55.555557
3aaca121-b0ff-4831-b5b9-91c471dbbeac,gold-1,orange,0,145.33,164.54999,149.88,722.69995,2,2,4,4,100.0
2b976f02-3e61-4681-9d2e-eaa8a8d6389b,gold-1,blue,0,130.77,158.56,156.98999,651.52,2,1,5,4,80.0
2b976f02-3e61-4681-9d2e-eaa8a8d6389b,gold-1,orange,1,148.01999,106.58,234.07,586.75,1,2,11,7,63.636364
6b26650a-1268-4be8-ab87-86f4476be671,gold-1,blue,0,169.20001,62.69,197.81,527.49,0,0,4,1,25.0
6b26650a-1268-4be8-ab87-86f4476be671,gold-1,orange,1,126.14,313.48,277.41,454.46002,0,0,4,2,50.0
305c4380-ac8a-4d10-9f49-402ffe8b8b04,gold-1,blue,1,152.79001,9.53,65.990005,108.93001,0,1,2,1,50.0
305c4380-ac8a-4d10-9f49-402ffe8b8b04,gold-1,orange,0,191.82,24.91,48.71,135.42,1,0,0,0,0.0
19711ee0-45da-4e7e-b94e-2d13f52ffa46,gold-1,blue,0,143.51001,132.1,177.51,581.57,3,1,4,2,50.0
19711ee0-45da-4e7e-b94e-2d13f52ffa46,gold-1,orange,1,135.79001,149.22,300.52002,446.34998,1,3,9,3,33.333332
d344bc41-3f14-4fd3-96be-d628ec1c561f,gold-1,blue,1,129.15,147.1,205.56,548.87,1,1,4,3,75.0
d344bc41-3f14-4fd3-96be-d628ec1c561f,gold-1,orange,0,159.9,191.87,233.73999,484.87,1,1,6,2,33.333332
74926e24-b2da-4bce-b8b9-399b227505f3,gold-1,blue,0,146.41,219.28,253.43001,760.31,1,4,3,1,33.333332
74926e24-b2da-4bce-b8b9-399b227505f3,gold-1,orange,1,144.35,244.34,352.91,645.39,4,1,10,2,20.0
56b76759-dc39-4ba0-bffe-c044d9e0f02d,gold-1,blue,1,125.979996,174.73,238.07999,519.93005,0,3,8,6,75.0
56b76759-dc39-4ba0-bffe-c044d9e0f02d,gold-1,orange,0,117.549995,343.64,146.38,632.99,3,0,3,2,66.666664
87e27f65-6455-4131-bead-e96070ff93f2,gold-1,blue,1,162.11,70.53,280.45,448.49,3,0,8,5,62.5
87e27f65-6455-4131-bead-e96070ff93f2,gold-1,orange,0,123.619995,179.83,146.24,607.48,0,3,5,3,60.0
d36c03b3-0427-40c1-882a-a6a76b928d1b,gold-1,blue,0,117.409996,140.61,172.32,474.16,1,2,2,1,50.0
d36c03b3-0427-40c1-882a-a6a76b928d1b,gold-1,orange,1,139.95,197.31,245.26999,430.94,2,1,9,4,44.444443
3712ed8b-402e-43f9-a5ec-1f18e7479c00,gold-1,blue,1,134.64,98.869995,151.09,273.07,1,1,4,4,100.0
3712ed8b-402e-43f9-a5ec-1f18e7479c00,gold-1,orange,0,133.32999,109.17,110.88,357.02,1,1,1,1,100.0
e1a3932a-e558-4d01-ada5-91680e1a448d,gold-1,blue,0,158.69,106.85,220.38998,744.18,1,2,6,4,66.666664
e1a3932a-e558-4d01-ada5-91680e1a448d,gold-1,orange,1,141.42,108.979996,198.05002,682.48,2,1,9,5,55.555557
0edc62eb-a3a5-440a-aaf0-6334cb04adbc,gold-1,blue,1,151.95,84.0,233.0,600.74005,1,2,9,6,66.666664
0edc62eb-a3a5-440a-aaf0-6334cb04adbc,gold-1,orange,0,110.46001,250.39001,231.59999,594.92,2,1,6,3,50.0
f003afc5-3cc4-451d-ae3d-817c779738b9,gold-1,blue,0,143.68,193.45001,143.67001,556.98,0,2,0,0,0.0
f003afc5-3cc4-451d-ae3d-817c779738b9,gold-1,orange,1,147.45,118.79,351.28998,364.03998,2,0,8,3,37.5
68440a3f-b8b1-4af0-a77a-c9defde9e721,gold-1,blue,0,127.34,136.85,146.05,511.62,0,0,2,2,100.0
68440a3f-b8b1-4af0-a77a-c9defde9e721,gold-1,orange,1,150.37,112.25,269.18,375.19,0,0,9,4,44.444443
e158f11e-e10c-49f0-9bc2-773cb2b290bd,gold-1,blue,1,123.28,200.41,119.98,651.89,2,2,6,5,83.333336
e158f11e-e10c-49f0-9bc2-773cb2b290bd,gold-1,orange,0,115.15,199.56,303.0,437.86,2,2,5,2,40.0
f921e80d-add6-40d4-9d13-f229e5be2035,gold-1,blue,1,145.73999,156.87,176.20999,580.56,2,2,2,2,100.0
f921e80d-add6-40d4-9d13-f229e5be2035,gold-1,orange,0,151.45999,126.5,226.41,474.06,2,2,4,1,25.0
9f3fec07-a20a-43b2-bbc0-e4751a62fcf3,gold-1,blue,0,112.74,263.41,262.94,511.07,1,2,6,2,33.333332
9f3fec07-a20a-43b2-bbc0-e4751a62fcf3,gold-1,orange,1,162.42,65.600006,225.37001,613.67004,2,1,5,3,60.0
067fdf64-077d-4d57-a57a-dce4239cc794,gold-1,blue,0,106.96,162.31,163.62999,487.63,2,1,4,1,25.0
067fdf64-077d-4d57-a57a-dce4239cc794,gold-1,orange,1,160.81999,127.560005,299.44,451.61,1,2,9,3,33.333332
5b84f818-6dc4-4653-84ad-e15a41989d7a,gold-1,blue,1,173.26001,74.97,206.12,433.53,0,0,4,3,75.0
5b84f818-6dc4-4653-84ad-e15a41989d7a,gold-1,orange,0,127.44,169.95999,175.16,569.24,0,0,1,1,100.0
0460eac8-d428-4f4b-a7c1-735a4836ff6e,gold-1,blue,1,128.76001,126.5,304.49,430.38,2,2,3,3,100.0
0460eac8-d428-4f4b-a7c1-735a4836ff6e,gold-1,orange,0,157.61,86.28,150.77,635.08997,2,2,3,2,66.666664
957d05eb-bd98-4b67-b409-07b2b1cf0d1d,gold-1,blue,0,120.979996,183.68,230.58,484.45,2,1,2,0,0.0
957d05eb-bd98-4b67-b409-07b2b1cf0d1d,gold-1,orange,1,139.37,172.22,261.35,468.97998,1,2,6,4,66.666664
f64f4ca3-433f-4cc3-b302-be988791192e,gold-1,blue,1,137.84,115.45,255.97998,622.32,0,2,13,10,76.92308
f64f4ca3-433f-4cc3-b302-be988791192e,gold-1,orange,0,125.350006,183.28,256.6,646.67004,2,0,4,1,25.0
7fc6f741-b52e-40b1-9d12-9868fa745481,gold-1,blue,1,135.99,98.94,272.18,536.57,1,0,7,5,71.42857
7fc6f741-b52e-40b1-9d12-9868fa745481,gold-1,orange,0,138.15,186.20999,183.59,638.41,0,1,4,2,50.0
e9feaa5a-556f-4989-a0bf-a04e5cf984f6,gold-1,blue,0,145.39,215.85,244.23999,590.5,3,2,8,3,37.5
e9feaa5a-556f-4989-a0bf-a04e5cf984f6,gold-1,orange,1,130.67001,182.67,181.85,581.87,2,3,6,5,83.333336
dcdb91fb-268a-490c-bea2-f5a9c753cafc,gold-1,blue,0,164.78,153.18,254.18,450.94,4,0,5,1,20.0
dcdb91fb-268a-490c-bea2-f5a9c753cafc,gold-1,orange,1,106.46001,199.08,142.23001,578.77,0,4,5,3,60.0
a7b0c8c9-4c8a-4e26-bec5-b628a8be794e,gold-1,blue,1,136.07,104.54,228.57,404.82,1,1,7,3,42.857143
a7b0c8c9-4c8a-4e26-bec5-b628a8be794e,gold-1,orange,0,137.54999,152.61,200.53,406.68,1,1,3,1,33.333332
adc0ec1c-3689-40a0-be41-74f58b4dd4b0,gold-1,blue,1,138.12,176.67,195.17,787.09,3,4,4,4,100.0
adc0ec1c-3689-40a0-be41-74f58b4dd4b0,gold-1,orange,0,147.31,168.09,347.07,549.19995,4,3,8,3,37.5
c5e91a51-e570-41b5-a349-004388040823,gold-1,blue,0,138.85,238.61002,151.22,727.26,1,2,2,1,50.0
c5e91a51-e570-41b5-a349-004388040823,gold-1,orange,1,171.28,101.14,457.91998,378.65,2,1,9,2,22.222221
2d9a08f4-4169-41a5-af01-086fe05662e9,gold-1,blue,1,126.130005,134.72,256.07,506.71,2,2,4,5,125.0
2d9a08f4-4169-41a5-af01-086fe05662e9,gold-1,orange,0,146.04001,101.77,226.95001,583.73,2,2,4,0,0.0
6e934e93-c5ed-4bc6-9c8d-55b3e84623c4,gold-1,blue,1,152.34,212.52,208.35,484.22998,2,2,4,2,50.0
6e934e93-c5ed-4bc6-9c8d-55b3e84623c4,gold-1,orange,0,130.55,149.65,225.88998,498.83002,2,2,3,0,0.0
929b31bf-22ad-45b2-aa84-323992e02101,gold-1,blue,0,160.63,97.42999,144.85,594.56,0,2,5,1,20.0
929b31bf-22ad-45b2-aa84-323992e02101,gold-1,orange,1,159.85,123.05,283.49,459.39,2,0,6,3,50.0
330cb7ac-7219-49fd-8f72-e63cecd84a4d,gold-1,blue,0,154.62001,51.33,94.28,376.82,0,0,3,0,0.0
330cb7ac-7219-49fd-8f72-e63cecd84a4d,gold-1,orange,1,154.64,53.870003,156.11,264.44,0,0,4,3,75.0
77fb3afd-4e7d-493d-af22-22819d357747,gold-1,blue,0,162.48,75.64,241.09001,464.16998,1,2,7,1,14.285714
77fb3afd-4e7d-493d-af22-22819d357747,gold-1,orange,1,182.2,38.08,155.01999,559.96,2,1,3,3,100.0
d611079f-4978-4f00-9693-605830060f07,gold-1,blue,1,122.15,132.63,240.87,552.15,2,0,9,4,44.444443
d611079f-4978-4f00-9693-605830060f07,gold-1,orange,0,169.39,93.77,212.23001,586.07996,0,2,6,3,50.0
7cff9f12-b7c8-482e-a868-ba308e618c04,gold-1,blue,0,147.48,164.18001,246.08998,543.71,1,2,4,1,25.0
7cff9f12-b7c8-482e-a868-ba308e618c04,gold-1,orange,1,138.95999,90.36,232.26001,353.58,2,1,10,5,50.0
ce600695-7594-41ef-85ed-b5fae267a68b,gold-1,blue,0,133.92,12.08,5.91,99.009995,0,0,0,0,0.0
ce600695-7594-41ef-85ed-b5fae267a68b,gold-1,orange,1,118.84,14.25,45.269997,80.71,0,0,1,1,100.0
349083d7-15f5-4c6e-a47f-e9596dedfaa6,gold-1,blue,0,161.54001,40.67,196.9,373.3,0,0,6,0,0.0
349083d7-15f5-4c6e-a47f-e9596dedfaa6,gold-1,orange,1,159.23,116.42,114.98,460.59,0,0,8,4,50.0
34fed4cc-1859-4bf6-b66e-265eec209610,gold-1,blue,0,168.41,62.28,98.46,304.49002,0,1,2,0,0.0
34fed4cc-1859-4bf6-b66e-265eec209610,gold-1,orange,1,149.66,82.850006,142.09,305.94,1,0,5,4,80.0
87dbfa63-5135-482a-9365-cc0577aba447,gold-1,blue,0,174.76999,88.990005,249.62,449.28998,1,0,5,1,20.0
87dbfa63-5135-482a-9365-cc0577aba447,gold-1,orange,1,135.5,78.03,233.93,466.62,0,1,5,2,40.0
f17c46f1-6be1-4ade-b2be-f04809770319,gold-1,blue,0,116.3,113.51,62.44,424.08,1,0,2,1,50.0
f17c46f1-6be1-4ade-b2be-f04809770319,gold-1,orange,1,144.14,44.05,144.69,281.19,0,1,4,5,125.0
41ee3e78-1656-4e7f-b99f-9c43084a32a4,platinum-1,blue,1,144.01,104.82,205.57,504.26,2,2,6,2,33.333332
41ee3e78-1656-4e7f-b99f-9c43084a32a4,platinum-1,orange,0,163.05,71.07,155.29999,495.55,2,2,1,0,0.0
d4ddf34f-ac07-424e-80d3-29a7f154a54a,platinum-1,blue,0,166.57,96.93,173.20999,567.58997,1,2,4,2,50.0
d4ddf34f-ac07-424e-80d3-29a7f154a54a,platinum-1,orange,1,149.74,200.96,218.58,515.06,2,1,8,3,37.5
2d629ba3-990b-4df4-a107-10ef4e1656b8,platinum-1,blue,1,163.26,112.979996,352.68002,804.58997,3,3,12,3,25.0
2d629ba3-990b-4df4-a107-10ef4e1656b8,platinum-1,orange,0,170.9,105.100006,318.95,849.25,3,3,6,2,33.333332
0c77fe62-f45c-489f-8152-ef20f9783e39,platinum-1,blue,0,178.36,57.0,158.81,659.04004,0,1,6,2,33.333332
0c77fe62-f45c-489f-8152-ef20f9783e39,platinum-1,orange,1,155.98,71.63,227.18001,584.44,1,0,9,3,33.333332
